13,6,1272,496,40,91
13,7,663,583,113,257
13,8,720,502,26,59
13,9,755,545,30,70
13,10,564,511,36,83
13,11,1014,481,28,64
13,12,1120,499,43,98
13,13,1173,478,40,91
14,0,505,601,113,257
14,1,628,566,113,257
14,2,745,522,36,83
14,3,1514,607,175,398
14,4,1568,634,175,398
14,5,1272,496,40,91
14,6,720,502,26,59
14,7,1874,551,73,167
14,8,757,537,33,76
14,9,700,562,36,83
14,10,1120,499,43,98
14,11,564,511,36,83
14,12,824,522,26,59
14,13,1173,478,40,91
14,14,1017,483,30,70
14,15,1622,607,175,398
15,0,628,566,113,257
15,1,523,601,113,257
15,2,1514,607,175,398
15,3,748,542,26,59
15,4,1272,496,40,91
15,5,1595,607,175,398
15,6,488,583,113,257
15,7,1874,551,73,167
15,8,824,511,33,76
15,9,663,583,113,257
15,10,701,509,79,181
15,11,1014,485,28,64
15,12,1173,478,40,91
15,13,1033,486,43,98
15,14,756,538,26,59
15,15,1117,488,47,108
16,0,523,601,113,257
16,1,627,559,123,280
16,2,751,528,36,83
16,3,1595,607,175,398
16,4,1272,496,40,91
16,5,1514,607,175,398
16,6,1874,551,73,167
16,7,488,583,113,257
16,8,665,578,123,280
16,9,824,511,33,76
16,10,1120,493,43,98
16,11,589,578,123,280
16,12,1173,478,40,91
16,13,1033,486,43,98
17,0,505,601,113,257
17,1,627,578,123,280
17,2,1272,496,40,91
17,3,753,533,40,91
17,4,1514,607,175,398
17,5,1624,626,159,362
17,6,1874,551,73,167
17,7,824,518,26,59
17,8,741,509,40,91
17,9,1120,493,43,98
17,10,665,559,123,280
17,11,1173,484,40,91
18,0,628,566,113,257
18,1,505,601,113,257
18,2,745,534,36,83
18,3,1272,496,40,91
18,4,741,502,40,91
18,5,663,583,113,257
18,6,1541,607,175,398
18,7,1874,551,73,167
18,8,1648,626,159,362
18,9,1120,493,43,98
18,10,828,518,26,59
19,0,523,601,113,257
19,1,627,578,123,280
19,2,742,518,47,108
19,3,1272,496,40,91
19,4,1648,626,159,362
19,5,1541,607,175,398
19,6,665,559,123,280
19,7,1874,551,73,167
19,8,1120,493,43,98
19,9,824,518,26,59
19,10,488,618,113,257
19,11,429,551,36,83
19,12,1033,486,43,98
20,0,627,578,123,280
20,1,523,601,113,257
20,2,742,518,47,108
20,3,1272,496,40,91
20,4,1541,607,175,398
20,5,665,559,123,280
20,6,1648,626,159,362
20,7,1879,546,87,199
20,8,824,522,26,59
20,9,1120,493,43,98
20,10,1027,488,36,83
20,11,488,618,113,257
21,0,646,578,123,280
21,1,523,601,113,257
21,2,745,528,36,83
21,3,1568,607,175,398
21,4,1272,496,40,91
21,5,608,559,123,280
21,6,1874,551,73,167
21,7,824,522,26,59
21,8,1120,493,43,98
21,9,1676,607,175,398
21,10,704,564,40,91
22,0,646,578,123,280
22,1,523,601,113,257
22,2,1268,493,43,98
22,3,1568,607,175,398
22,4,608,559,123,280
22,5,745,534,36,83
22,6,1879,546,87,199
22,7,1676,607,175,398
22,8,1120,493,43,98
22,9,827,515,40,91
22,10,706,562,36,83
22,11,1033,486,43,98
22,12,488,618,113,257
22,13,1456,518,47,108
23,0,646,578,123,280
23,1,523,601,113,257
23,2,1266,496,40,91
23,3,736,516,52,118
23,4,608,559,123,280
23,5,1600,626,189,429
23,6,1676,607,175,398
23,7,1879,546,87,199
23,8,1120,493,43,98
23,9,1278,502,40,91
23,10,432,556,52,118
23,11,818,516,28,64
23,12,1457,509,40,91
24,0,646,578,123,280
24,1,523,601,113,257
24,2,1272,496,40,91
24,3,608,559,123,280
24,4,736,516,52,118
24,5,1595,607,175,398
24,6,1676,607,175,398
24,7,1874,551,73,167
24,8,1120,493,43,98
24,9,704,558,40,91
24,10,818,516,28,64
24,11,1033,486,43,98
24,12,1012,488,30,70
25,0,646,578,123,280
25,1,523,601,113,257
25,2,1268,493,43,98
25,3,1658,597,189,429
25,4,736,516,52,118
25,5,608,559,123,280
25,6,1600,626,189,429
25,7,824,518,26,59
25,8,1874,551,73,167
25,9,1112,492,52,118
25,10,1012,488,30,70
26,0,646,578,123,280
26,1,523,601,113,257
26,2,736,516,52,118
26,3,1649,607,175,398
26,4,1268,493,43,98
26,5,608,559,123,280
26,6,1120,493,43,98
26,7,1874,551,73,167
26,8,1012,488,30,70
26,9,1449,506,43,98
26,10,824,522,26,59
27,0,646,578,123,280
27,1,532,597,123,280
27,2,736,516,52,118
27,3,1266,496,40,91
27,4,1649,607,175,398
27,5,1012,488,30,70
27,6,608,559,123,280
27,7,1120,493,43,98
27,8,1879,546,87,199
27,9,824,518,26,59
27,10,1703,634,175,398
27,11,1470,503,47,108
27,12,1560,492,52,118
28,0,646,578,123,280
28,1,523,601,113,257
28,2,736,516,52,118
28,3,1268,493,43,98
28,4,1658,597,189,429
28,5,608,559,123,280
28,6,1012,488,30,70
28,7,824,518,26,59
28,8,1463,506,43,98
28,9,1120,493,43,98
28,10,1566,516,33,76
28,11,1879,546,87,199
28,12,1476,499,43,98
29,0,646,578,123,280
29,1,1658,597,189,429
29,2,532,597,123,280
29,3,736,516,52,118
29,4,1266,496,40,91
29,5,1456,492,52,118
29,6,1012,492,30,70
29,7,824,518,26,59
29,8,1120,493,43,98
29,9,1774,597,189,429
29,10,1874,551,73,167
29,11,1476,499,43,98
29,12,1716,626,189,429
30,0,646,578,123,280
30,1,1658,597,189,429
30,2,532,597,123,280
30,3,1266,496,40,91
30,4,736,516,52,118
30,5,1464,492,52,118
30,6,1791,588,207,470
30,7,824,518,26,59
30,8,1120,493,43,98
30,9,1716,626,189,429
30,10,1012,492,30,70
30,11,1278,502,40,91
30,12,1494,490,40,91
30,13,1888,532,103,234
31,0,646,578,123,280
31,1,1676,607,175,398
31,2,532,597,123,280
31,3,1266,496,40,91
31,4,736,516,52,118
31,5,1464,492,52,118
31,6,1500,490,40,91
31,7,1791,588,207,470
31,8,824,518,26,59
31,9,1120,493,43,98
31,10,1278,502,40,91
31,11,1173,484,40,91
31,12,1017,492,30,70
32,0,646,578,123,280
32,1,1687,626,189,429
32,2,736,516,52,118
32,3,532,597,123,280
32,4,1266,496,40,91
32,5,1464,492,52,118
32,6,1112,492,52,118
32,7,1500,490,40,91
32,8,828,518,26,59
32,9,699,582,61,139
32,10,1016,494,26,59
32,11,1278,502,40,91
32,12,1888,532,103,234
33,0,646,578,123,280
33,1,1687,626,189,429
33,2,532,597,123,280
33,3,1266,496,40,91
33,4,736,516,52,118
33,5,824,511,33,76
33,6,1114,493,43,98
33,7,1464,492,52,118
33,8,1500,490,40,91
33,9,1173,478,40,91
34,0,1695,620,207,470
34,1,665,578,123,280
34,2,532,597,123,280
34,3,1266,496,40,91
34,4,736,516,52,118
34,5,627,559,123,280
34,6,823,516,28,64
34,7,1278,502,40,91
34,8,1472,492,52,118
34,9,1124,496,40,91
34,10,570,578,123,280
34,11,1320,484,52,118
35,0,646,578,123,280
35,1,1695,620,207,470
35,2,532,597,123,280
35,3,1266,496,40,91
35,4,684,559,123,280
35,5,741,542,33,76
35,6,824,518,26,59
35,7,1278,502,40,91
35,8,1480,492,52,118
35,9,1173,484,40,91
35,10,1120,499,43,98
35,11,570,578,123,280
36,0,665,578,123,280
36,1,1716,626,189,429
36,2,532,597,123,280
36,3,1268,493,43,98
36,4,736,546,26,59
36,5,824,518,26,59
36,6,744,550,26,59
36,7,627,559,123,280
36,8,746,497,30,70
36,9,1120,499,43,98
36,10,1472,492,52,118
36,11,570,578,123,280
36,12,1320,484,52,118
36,13,1017,488,30,70
37,0,665,578,123,280
37,1,532,597,123,280
37,2,1716,626,189,429
37,3,1266,496,40,91
37,4,739,539,36,83
37,5,824,518,26,59
37,6,1480,500,52,118
37,7,625,529,135,307
37,8,1016,490,33,76
37,9,570,578,123,280
37,10,1120,493,43,98
37,11,744,494,28,64
38,0,665,578,123,280
38,1,540,583,113,257
38,2,1716,626,189,429
38,3,1268,493,43,98
38,4,1480,492,52,118
38,5,736,537,33,76
38,6,822,516,30,70
38,7,1120,493,43,98
38,8,625,529,135,307
38,9,1167,479,43,98
39,0,665,578,123,280
39,1,1268,493,43,98
39,2,523,601,113,257
39,3,1727,620,207,470
39,4,1483,492,56,128
39,5,740,550,26,59
39,6,558,566,113,257
39,7,1120,493,43,98
39,8,824,518,26,59
39,9,746,497,30,70
39,10,601,505,73,167
39,11,1173,484,40,91
39,12,724,558,26,59
40,0,663,566,113,257
40,1,532,597,123,280
40,2,1268,493,43,98
40,3,744,546,28,64
40,4,1759,620,207,470
40,5,1488,492,52,118
40,6,824,518,26,59
40,7,1281,499,43,98
40,8,570,578,123,280
40,9,1120,493,43,98
40,10,746,497,30,70
40,11,723,564,28,64
40,12,1173,484,40,91
41,0,665,578,123,280
41,1,1272,496,40,91
41,2,532,597,123,280
41,3,748,494,26,59
41,4,1745,645,226,514
41,5,1488,492,52,118
41,6,1012,482,26,59
41,7,1124,496,40,91
41,8,820,518,26,59
41,9,602,532,47,108
41,10,718,591,61,139
42,0,665,578,123,280
42,1,1268,493,43,98
42,2,532,616,123,280
42,3,741,545,30,70
42,4,749,499,28,64
42,5,824,522,26,59
42,6,1281,499,43,98
42,7,1784,607,175,398
42,8,1025,484,40,91
42,9,1124,496,40,91
42,10,563,550,135,307
42,11,718,591,61,139
43,0,665,578,123,280
43,1,1275,493,43,98
43,2,532,616,123,280
43,3,823,516,28,64
43,4,749,499,28,64
43,5,1016,482,26,59
43,6,563,550,135,307
43,7,740,550,26,59
43,8,1124,496,40,91
43,9,1492,492,56,128
43,10,1791,620,207,470
43,11,1318,483,56,128
43,12,736,522,26,59
44,0,665,578,123,280
44,1,532,616,123,280
44,2,1275,493,43,98
44,3,824,518,26,59
44,4,1012,482,26,59
44,5,703,559,123,280
44,6,1120,499,43,98
44,7,601,503,67,153
44,8,1823,652,207,470
44,9,1492,492,56,128
45,0,663,566,113,257
45,1,1275,493,43,98
45,2,532,616,123,280
45,3,747,509,40,91
45,4,824,522,26,59
45,5,715,573,73,167
45,6,1823,652,207,470
45,7,1120,499,43,98
45,8,628,583,113,257
46,0,665,578,123,280
46,1,532,616,123,280
46,2,1272,496,47,108
46,3,824,518,26,59
46,4,747,509,40,91
46,5,718,591,61,139
46,6,570,559,123,280
46,7,1850,610,226,514
46,8,1120,493,43,98
46,9,608,578,123,280
47,0,665,578,123,280
47,1,532,597,123,280
47,2,1275,493,43,98
47,3,751,506,43,98
47,4,823,516,28,64
47,5,1832,626,189,429
47,6,601,513,67,153
47,7,726,573,73,167
47,8,1120,493,43,98
48,0,665,578,123,280
48,1,1275,493,43,98
48,2,532,597,123,280
48,3,751,506,43,98
48,4,1014,485,28,64
48,5,824,518,26,59
48,6,1120,493,43,98
48,7,1173,478,40,91
48,8,718,582,61,139
49,0,665,578,123,280
49,1,1275,493,43,98
49,2,542,596,146,332
49,3,753,502,40,91
49,4,824,522,26,59
49,5,1120,493,43,98
49,6,1174,479,43,98
49,7,718,591,61,139
49,8,604,571,135,307
50,0,665,578,123,280
50,1,1275,493,43,98
50,2,542,596,146,332
50,3,1120,493,43,98
50,4,703,559,123,280
50,5,1855,652,207,470
50,6,824,522,26,59
50,7,760,508,52,118
50,8,1025,484,40,91
51,0,665,578,123,280
51,1,1275,493,43,98
51,2,542,596,146,332
51,3,756,538,26,59
51,4,1537,496,47,108
51,5,1120,493,43,98
51,6,757,501,33,76
51,7,733,579,56,128
51,8,824,518,26,59
51,9,1025,484,40,91
52,0,665,578,123,280
52,1,542,592,135,307
52,2,1278,496,40,91
52,3,1120,493,43,98
52,4,1537,496,47,108
52,5,605,515,61,139
52,6,824,518,26,59
52,7,726,573,73,167
52,8,1025,484,40,91
52,9,1855,620,207,470
52,10,758,499,43,98
53,0,665,578,123,280
53,1,542,592,135,307
53,2,1278,496,40,91
53,3,1537,496,47,108
53,4,1124,496,40,91
53,5,703,559,123,280
53,6,758,499,43,98
53,7,601,513,67,153
53,8,1025,484,40,91
53,9,1173,478,40,91
53,10,824,522,26,59
54,0,665,578,123,280
54,1,542,592,135,307
54,2,1278,496,40,91
54,3,1544,492,52,118
54,4,1124,496,40,91
54,5,612,513,67,153
54,6,703,559,123,280
54,7,1012,482,26,59
54,8,759,509,40,91
54,9,1173,478,40,91
54,10,824,518,26,59
55,0,665,578,123,280
55,1,542,596,146,332
55,2,1275,493,43,98
55,3,1544,492,52,118
55,4,1112,492,52,118
55,5,612,513,67,153
55,6,764,542,26,59
55,7,827,515,40,91
55,8,713,548,103,234
55,9,1025,484,40,91
55,10,1173,478,40,91
56,0,665,578,123,280
56,1,1275,493,43,98
56,2,542,596,146,332
56,3,1543,499,43,98
56,4,1124,496,40,91
56,5,760,508,52,118
56,6,612,513,67,153
56,7,827,515,40,91
56,8,703,559,123,280
56,9,1025,484,40,91
56,10,1045,497,30,70
56,11,1320,476,52,118
57,0,665,578,123,280
57,1,1275,493,43,98
57,2,542,596,146,332
57,3,1544,492,52,118
57,4,611,518,56,128
57,5,1120,493,43,98
57,6,703,559,123,280
57,7,764,510,47,108
57,8,824,522,26,59
58,0,665,578,123,280
58,1,1278,496,40,91
58,2,542,596,146,332
58,3,765,509,40,91
58,4,1551,496,47,108
58,5,1173,478,40,91
58,6,611,518,56,128
58,7,1124,496,40,91
58,8,703,559,123,280
58,9,822,516,30,70
58,10,1042,496,33,76
59,0,665,578,123,280
59,1,1278,496,40,91
59,2,1551,496,47,108
59,3,542,596,146,332
59,4,611,518,56,128
59,5,1112,492,52,118
59,6,765,509,40,91
59,7,1173,478,40,91
59,8,818,516,28,64
59,9,703,559,123,280
59,10,1012,488,30,70
60,0,665,578,123,280
60,1,1278,496,40,91
60,2,542,596,146,332
60,3,1559,496,47,108
60,4,611,518,56,128
60,5,1120,493,43,98
60,6,1173,478,40,91
60,7,1874,551,73,167
60,8,1016,490,33,76
60,9,772,509,40,91
60,10,824,522,26,59
60,11,1320,484,52,118
60,12,712,561,94,214
61,0,665,578,123,280
61,1,1278,496,40,91
61,2,1557,499,43,98
61,3,542,596,146,332
61,4,1117,488,47,108
61,5,601,505,73,167
61,6,1876,547,94,214
61,7,703,559,123,280
61,8,1016,490,33,76
61,9,771,506,43,98
62,0,665,578,123,280
62,1,1275,493,43,98
62,2,542,596,146,332
62,3,772,510,47,108
62,4,1022,488,36,83
62,5,712,561,94,214
62,6,1874,551,73,167
62,7,1173,478,40,91
62,8,613,505,73,167
62,9,1117,488,47,108
62,10,1558,505,36,83
62,11,824,522,26,59
63,0,665,578,123,280
63,1,1278,496,40,91
63,2,542,596,146,332
63,3,771,513,43,98
63,4,1022,483,36,83
63,5,1114,493,43,98
63,6,1874,551,73,167
63,7,613,505,73,167
63,8,824,542,26,59
63,9,703,559,123,280
63,10,1173,478,40,91
63,11,1323,478,61,139
63,12,823,516,28,64
64,0,665,578,123,280
64,1,1278,496,40,91
64,2,542,613,135,307
64,3,771,513,43,98
64,4,713,564,103,234
64,5,1874,551,73,167
64,6,822,511,30,70
64,7,1022,483,36,83
64,8,1114,493,43,98
64,9,1173,478,40,91
64,10,1320,484,52,118
65,0,665,578,123,280
65,1,1278,496,40,91
65,2,542,613,135,307
65,3,715,583,113,257
65,4,1019,484,40,91
65,5,1879,546,87,199
65,6,1117,496,40,91
65,7,820,518,26,59
65,8,613,505,73,167
65,9,1173,478,40,91
65,10,776,534,26,59
66,0,665,578,123,280
66,1,1278,496,40,91
66,2,542,613,135,307
66,3,1019,484,40,91
66,4,1117,496,40,91
66,5,1874,551,73,167
66,6,820,518,26,59
66,7,1173,478,40,91
66,8,1318,483,56,128
67,0,665,578,123,280
67,1,1278,496,40,91
67,2,564,596,146,332
67,3,1016,488,36,83
67,4,819,511,33,76
67,5,1120,493,43,98
67,6,768,511,36,83
67,7,712,561,94,214
67,8,1874,551,73,167
67,9,1560,492,52,118
67,10,776,542,26,59
68,0,665,578,123,280
68,1,1278,496,40,91
68,2,564,596,146,332
68,3,715,583,113,257
68,4,1874,551,73,167
68,5,1016,488,36,83
68,6,1173,478,40,91
68,7,771,513,43,98
68,8,1124,496,40,91
68,9,822,516,30,70
68,10,1560,487,61,139
69,0,665,578,123,280
69,1,1278,496,40,91
69,2,564,596,146,332
69,3,713,564,103,234
69,4,1557,499,43,98
69,5,1016,485,33,76
69,6,1874,551,73,167
69,7,1173,478,40,91
69,8,824,522,26,59
69,9,1120,493,43,98
69,10,771,513,43,98
69,11,776,130,26,59
70,0,665,578,123,280
70,1,1275,493,43,98
70,2,564,596,146,332
70,3,713,564,103,234
70,4,1016,488,36,83
70,5,824,522,26,59
70,6,1173,478,40,91
70,7,1874,551,73,167
70,8,1120,493,43,98
70,9,1552,492,52,118
70,10,1054,490,28,64
71,0,665,578,123,280
71,1,1278,496,40,91
71,2,564,596,146,332
71,3,703,597,123,280
71,4,1874,551,73,167
71,5,1016,488,36,83
71,6,1173,478,40,91
71,7,824,522,26,59
71,8,1560,492,52,118
71,9,1120,493,43,98
71,10,778,513,43,98
72,0,665,578,123,280
72,1,1278,496,40,91
72,2,563,613,135,307
72,3,703,597,123,280
72,4,1874,551,73,167
72,5,1173,478,40,91
72,6,823,516,28,64
72,7,1114,493,43,98
72,8,756,546,87,199
72,9,1560,487,61,139
73,0,665,578,123,280
73,1,1278,496,40,91
73,2,590,601,159,362
73,3,1173,478,40,91
73,4,508,483,30,70
73,5,1874,551,73,167
73,6,1114,493,43,98
73,7,703,597,123,280
73,8,823,516,28,64
73,9,771,561,94,214
73,10,1562,492,56,128
74,0,665,578,123,280
74,1,1275,493,43,98
74,2,590,601,159,362
74,3,1874,551,73,167
74,4,1114,493,43,98
74,5,1173,478,40,91
74,6,727,561,94,214
74,7,1016,488,36,83
74,8,770,573,87,199
74,9,822,511,30,70
74,10,509,485,28,64
75,0,665,578,123,280
75,1,590,601,159,362
75,2,1278,496,40,91
75,3,1874,551,73,167
75,4,1112,492,52,118
75,5,727,561,94,214
75,6,828,62,26,59
75,7,770,573,87,199
75,8,1173,478,40,91
76,0,665,578,123,280
76,1,1278,496,40,91
76,2,564,619,146,332
76,3,609,596,146,332
76,4,1874,551,73,167
76,5,1112,492,52,118
76,6,770,573,87,199
76,7,820,518,26,59
76,8,1016,483,36,83
76,9,1173,478,40,91
77,0,587,619,146,332
77,1,1278,496,40,91
77,2,646,592,135,307
77,3,542,574,146,332
77,4,688,571,135,307
77,5,1874,551,73,167
77,6,745,564,103,234
77,7,1114,493,43,98
77,8,820,518,26,59
77,9,1173,478,40,91
77,10,1022,488,36,83
78,0,1278,496,40,91
78,1,542,592,135,307
78,2,584,613,135,307
78,3,665,578,123,280
78,4,1019,484,40,91
78,5,756,573,87,199
78,6,1124,496,40,91
78,7,820,518,26,59
78,8,1888,516,103,234
78,9,1144,66,26,59
78,10,1323,478,61,139
79,0,564,596,146,332
79,1,1278,496,40,91
79,2,665,578,123,280
79,3,745,564,103,234
79,4,1016,488,36,83
79,5,609,619,146,332
79,6,1112,492,52,118
79,7,1888,516,103,234
79,8,820,518,26,59
79,9,1112,46,26,59
79,10,1173,478,40,91
79,11,1144,66,26,59
80,0,1278,496,40,91
80,1,665,578,123,280
80,2,565,601,159,362
80,3,756,573,87,199
80,4,1112,492,52,118
80,5,729,560,87,199
80,6,1888,516,103,234
80,7,1173,478,40,91
80,8,796,521,40,91
80,9,1323,478,61,139
80,10,820,518,26,59
80,11,1025,484,40,91
80,12,1144,66,26,59
81,0,1278,496,40,91
81,1,564,596,146,332
81,2,684,578,123,280
81,3,742,576,94,214
81,4,609,619,146,332
81,5,1112,492,52,118
81,6,1888,516,103,234
81,7,771,561,94,214
81,8,820,518,26,59
81,9,1144,66,26,59
81,10,1323,478,61,139
82,0,1278,496,40,91
82,1,564,596,146,332
82,2,756,561,94,214
82,3,684,578,123,280
82,4,1112,492,52,118
82,5,609,619,146,332
82,6,1019,484,40,91
82,7,1173,478,40,91
82,8,1888,516,103,234
82,9,785,576,94,214
82,10,1323,478,61,139
83,0,1278,496,40,91
83,1,587,619,146,332
83,2,761,564,103,234
83,3,665,578,123,280
83,4,542,596,146,332
83,5,1022,488,36,83
83,6,1874,551,73,167
83,7,1117,496,47,108
83,8,1173,478,40,91
83,9,703,597,123,280
83,10,1323,478,61,139
83,11,820,518,26,59
84,0,1278,496,40,91
84,1,587,619,146,332
84,2,761,564,103,234
84,3,684,578,123,280
84,4,542,596,146,332
84,5,1021,485,33,76
84,6,1117,496,47,108
84,7,1874,551,73,167
84,8,1173,478,40,91
84,9,646,597,123,280
84,10,1320,484,52,118
84,11,820,518,26,59
85,0,1278,496,40,91
85,1,609,619,146,332
85,2,564,596,146,332
85,3,665,578,123,280
85,4,761,564,103,234
85,5,1114,493,43,98
85,6,703,597,123,280
85,7,1021,485,33,76
85,8,1874,551,73,167
85,9,820,518,26,59
85,10,1173,478,40,91
85,11,824,58,26,59
86,0,1278,496,40,91
86,1,590,601,159,362
86,2,761,564,103,234
86,3,684,578,123,280
86,4,1112,492,52,118
86,5,820,518,26,59
86,6,1021,485,33,76
86,7,1173,478,40,91
86,8,1874,551,73,167
86,9,1323,478,61,139
87,0,1278,496,40,91
87,1,609,596,146,332
87,2,665,578,123,280
87,3,564,619,146,332
87,4,761,564,103,234
87,5,1112,492,52,118
87,6,1022,488,36,83
87,7,1874,551,73,167
87,8,703,597,123,280
87,9,824,58,26,59
87,10,823,516,28,64
87,11,1323,478,61,139
88,0,590,601,159,362
88,1,1278,496,40,91
88,2,684,578,123,280
88,3,756,573,87,199
88,4,1021,485,33,76
88,5,541,626,159,362
88,6,1112,492,52,118
88,7,1874,551,73,167
88,8,1173,478,40,91
88,9,670,202,28,64
88,10,783,560,87,199
89,0,590,601,159,362
89,1,1278,496,40,91
89,2,665,578,123,280
89,3,761,580,103,234
89,4,541,626,159,362
89,5,1021,485,33,76
89,6,703,597,123,280
89,7,1112,492,52,118
89,8,1874,551,73,167
89,9,670,202,28,64
89,10,820,518,26,59
89,11,1173,478,40,91
89,12,1323,478,61,139
90,0,590,601,159,362
90,1,1278,496,40,91
90,2,684,578,123,280
90,3,777,564,103,234
90,4,1021,485,33,76
90,5,1874,551,73,167
90,6,541,626,159,362
90,7,1117,488,47,108
90,8,1173,478,40,91
90,9,670,202,28,64
91,0,590,601,159,362
91,1,1278,496,40,91
91,2,667,571,135,307
91,3,777,564,103,234
91,4,1021,485,33,76
91,5,541,626,159,362
91,6,1112,492,52,118
91,7,1874,551,73,167
91,8,675,202,28,64
92,0,590,601,159,362
92,1,688,592,135,307
92,2,1278,496,40,91
92,3,1021,485,33,76
92,4,1112,492,52,118
92,5,541,626,159,362
92,6,1874,551,73,167
92,7,777,564,103,234
92,8,675,202,28,64
93,0,590,626,159,362
93,1,1278,496,40,91
93,2,667,592,135,307
93,3,777,564,103,234
93,4,541,601,159,362
93,5,1112,492,52,118
93,6,1874,551,73,167
93,7,725,644,79,181
93,8,1021,485,33,76
93,9,670,202,28,64
94,0,590,626,159,362
94,1,1275,499,43,98
94,2,688,592,135,307
94,3,777,564,103,234
94,4,541,601,159,362
94,5,1874,551,73,167
